StationID,ECO_ID,ECO_NAME
USH00331890,"50402",Appalachian mixed mesophytic forests
USH00335041,"50402",Appalachian mixed mesophytic forests
USH00336600,"50402",Appalachian mixed mesophytic forests
USH00336781,"50402",Appalachian mixed mesophytic forests
USH00338830,"50402",Appalachian mixed mesophytic forests
USH00364385,"50402",Appalachian mixed mesophytic forests
USH00369050,"50402",Appalachian mixed mesophytic forests
USH00402202,"50402",Appalachian mixed mesophytic forests
USH00461220,"50402",Appalachian mixed mesophytic forests
USH00461330,"50402",Appalachian mixed mesophytic forests
USH00463544,"50402",Appalachian mixed mesophytic forests
USH00465224,"50402",Appalachian mixed mesophytic forests
USH00465626,"50402",Appalachian mixed mesophytic forests
USH00466989,"50402",Appalachian mixed mesophytic forests
USH00467029,"50402",Appalachian mixed mesophytic forests
USH00468384,"50402",Appalachian mixed mesophytic forests
USH00469368,"50402",Appalachian mixed mesophytic forests
USH00469610,"50402",Appalachian mixed mesophytic forests
USH00469683,"50402",Appalachian mixed mesophytic forests
USH00370896,"50411",Northeastern coastal forests
USH00307633,"50411",Northeastern coastal forests
USH00300889,"50504",Atlantic coastal pine barrens
USH00041912,"50527",Sierra Nevada forests
USH00044713,"50527",Sierra Nevada forests
USH00047195,"50527",Sierra Nevada forests
USH00048702,"50527",Sierra Nevada forests
USH00048758,"50527",Sierra Nevada forests
USH00049855,"50527",Sierra Nevada forests
USH00021248,"51304",Colorado Plateau shrublands
USH00023596,"51304",Colorado Plateau shrublands
USH00024089,"51304",Colorado Plateau shrublands
USH00024849,"51304",Colorado Plateau shrublands
USH00027435,"51304",Colorado Plateau shrublands
USH00027716,"51304",Colorado Plateau shrublands
USH00051741,"51304",Colorado Plateau shrublands
USH00052184,"51304",Colorado Plateau shrublands
USH00053146,"51304",Colorado Plateau shrublands
USH00053662,"51304",Colorado Plateau shrublands
USH00055322,"51304",Colorado Plateau shrublands
USH00055722,"51304",Colorado Plateau shrublands
USH00057337,"51304",Colorado Plateau shrublands
USH00290692,"51304",Colorado Plateau shrublands
USH00291515,"51304",Colorado Plateau shrublands
USH00294862,"51304",Colorado Plateau shrublands
USH00295150,"51304",Colorado Plateau shrublands
USH00298107,"51304",Colorado Plateau shrublands
USH00420086,"51304",Colorado Plateau shrublands
USH00420738,"51304",Colorado Plateau shrublands
USH00420788,"51304",Colorado Plateau shrublands
USH00422253,"51304",Colorado Plateau shrublands
USH00422592,"51304",Colorado Plateau shrublands
USH00422996,"51304",Colorado Plateau shrublands
USH00423418,"51304",Colorado Plateau shrublands
USH00423611,"51304",Colorado Plateau shrublands
USH00424508,"51304",Colorado Plateau shrublands
USH00425477,"51304",Colorado Plateau shrublands
USH00425733,"51304",Colorado Plateau shrublands
USH00426601,"51304",Colorado Plateau shrublands
USH00427516,"51304",Colorado Plateau shrublands
USH00428705,"51304",Colorado Plateau shrublands
USH00429111,"51304",Colorado Plateau shrublands
USH00429717,"51304",Colorado Plateau shrublands
USH00040693,"51202",California interior chaparral and woodlands
USH00042728,"51202",California interior chaparral and woodlands
USH00043875,"51202",California interior chaparral and woodlands
USH00044890,"51202",California interior chaparral and woodlands
USH00044997,"51202",California interior chaparral and woodlands
USH00046074,"51202",California interior chaparral and woodlands
USH00046730,"51202",California interior chaparral and woodlands
USH00046826,"51202",California interior chaparral and woodlands
USH00047851,"51202",California interior chaparral and woodlands
USH00047916,"51202",California interior chaparral and woodlands
USH00047965,"51202",California interior chaparral and woodlands
USH00048839,"51202",California interior chaparral and woodlands
USH00049122,"51202",California interior chaparral and woodlands
USH00041715,"50801",California Central Valley grasslands
USH00042294,"50801",California Central Valley grasslands
USH00043257,"50801",California Central Valley grasslands
USH00043747,"50801",California Central Valley grasslands
USH00045032,"50801",California Central Valley grasslands
USH00045385,"50801",California Central Valley grasslands
USH00045532,"50801",California Central Valley grasslands
USH00046506,"50801",California Central Valley grasslands
USH00047304,"50801",California Central Valley grasslands
USH00049200,"50801",California Central Valley grasslands
USH00049452,"50801",California Central Valley grasslands
USH00049699,"50801",California Central Valley grasslands
USH00284229,"50504",Atlantic coastal pine barrens
USH00288816,"50504",Atlantic coastal pine barrens
USH00015749,"50404",Central U.S. hardwood forests
USH00032356,"50404",Central U.S. hardwood forests
USH00032444,"50404",Central U.S. hardwood forests
USH00032930,"50404",Central U.S. hardwood forests
USH00034572,"50404",Central U.S. hardwood forests
USH00110187,"50404",Central U.S. hardwood forests
USH00112483,"50404",Central U.S. hardwood forests
USH00113879,"50404",Central U.S. hardwood forests
USH00115515,"50404",Central U.S. hardwood forests
USH00116558,"50404",Central U.S. hardwood forests
USH00118147,"50404",Central U.S. hardwood forests
USH00120784,"50404",Central U.S. hardwood forests
USH00121030,"50404",Central U.S. hardwood forests
USH00125237,"50404",Central U.S. hardwood forests
USH00126001,"50404",Central U.S. hardwood forests
USH00126580,"50404",Central U.S. hardwood forests
USH00126705,"50404",Central U.S. hardwood forests
USH00127125,"50404",Central U.S. hardwood forests
USH00127522,"50404",Central U.S. hardwood forests
USH00127755,"50404",Central U.S. hardwood forests
USH00128036,"50404",Central U.S. hardwood forests
USH00129080,"50404",Central U.S. hardwood forests
USH00129113,"50404",Central U.S. hardwood forests
USH00129253,"50404",Central U.S. hardwood forests
USH00150619,"50404",Central U.S. hardwood forests
USH00150909,"50404",Central U.S. hardwood forests
USH00153028,"50404",Central U.S. hardwood forests
USH00153430,"50404",Central U.S. hardwood forests
USH00153762,"50404",Central U.S. hardwood forests
USH00153994,"50404",Central U.S. hardwood forests
USH00154703,"50404",Central U.S. hardwood forests
USH00157324,"50404",Central U.S. hardwood forests
USH00158714,"50404",Central U.S. hardwood forests
USH00220488,"50404",Central U.S. hardwood forests
USH00221962,"50404",Central U.S. hardwood forests
USH00223975,"50404",Central U.S. hardwood forests
USH00224173,"50404",Central U.S. hardwood forests
USH00232289,"50404",Central U.S. hardwood forests
USH00232809,"50404",Central U.S. hardwood forests
USH00234825,"50404",Central U.S. hardwood forests
USH00235253,"50404",Central U.S. hardwood forests
USH00235834,"50404",Central U.S. hardwood forests
USH00235976,"50404",Central U.S. hardwood forests
USH00237263,"50404",Central U.S. hardwood forests
USH00238466,"50404",Central U.S. hardwood forests
USH00401790,"50404",Central U.S. hardwood forests
USH00402108,"50404",Central U.S. hardwood forests
USH00402489,"50404",Central U.S. hardwood forests
USH00402589,"50404",Central U.S. hardwood forests
USH00404561,"50404",Central U.S. hardwood forests
USH00405187,"50404",Central U.S. hardwood forests
USH00405882,"50404",Central U.S. hardwood forests
USH00406371,"50404",Central U.S. hardwood forests
USH00409155,"50404",Central U.S. hardwood forests
USH00409219,"50404",Central U.S. hardwood forests
USH00409502,"50404",Central U.S. hardwood forests
USH00013160,"50413",Southeastern mixed forests
USH00013511,"50413",Southeastern mixed forests
USH00013816,"50413",Southeastern mixed forests
USH00017366,"50413",Southeastern mixed forests
USH00018178,"50413",Southeastern mixed forests
USH00018323,"50413",Southeastern mixed forests
USH00018380,"50413",Southeastern mixed forests
USH00018438,"50413",Southeastern mixed forests
USH00092318,"50413",Southeastern mixed forests
USH00093621,"50413",Southeastern mixed forests
USH00094170,"50413",Southeastern mixed forests
USH00095874,"50413",Southeastern mixed forests
USH00096335,"50413",Southeastern mixed forests
USH00098535,"50413",Southeastern mixed forests
USH00098740,"50413",Southeastern mixed forests
USH00099141,"50413",Southeastern mixed forests
USH00099157,"50413",Southeastern mixed forests
USH00099291,"50413",Southeastern mixed forests
USH00180700,"50413",Southeastern mixed forests
USH00183675,"50413",Southeastern mixed forests
USH00185111,"50413",Southeastern mixed forests
USH00186770,"50413",Southeastern mixed forests
USH00220021,"50413",Southeastern mixed forests
USH00220955,"50413",Southeastern mixed forests
USH00221094,"50413",Southeastern mixed forests
USH00221389,"50413",Southeastern mixed forests
USH00221880,"50413",Southeastern mixed forests
USH00222094,"50413",Southeastern mixed forests
USH00223107,"50413",Southeastern mixed forests
USH00224776,"50413",Southeastern mixed forests
USH00225247,"50413",Southeastern mixed forests
USH00225987,"50413",Southeastern mixed forests
USH00226177,"50413",Southeastern mixed forests
USH00227111,"50413",Southeastern mixed forests
USH00227132,"50413",Southeastern mixed forests
USH00228374,"50413",Southeastern mixed forests
USH00229079,"50413",Southeastern mixed forests
USH00229400,"50413",Southeastern mixed forests
USH00229793,"50413",Southeastern mixed forests
USH00229860,"50413",Southeastern mixed forests
USH00310090,"50413",Southeastern mixed forests
USH00311677,"50413",Southeastern mixed forests
USH00313969,"50413",Southeastern mixed forests
USH00314938,"50413",Southeastern mixed forests
USH00315123,"50413",Southeastern mixed forests
USH00315771,"50413",Southeastern mixed forests
USH00315838,"50413",Southeastern mixed forests
USH00315890,"50413",Southeastern mixed forests
USH00317202,"50413",Southeastern mixed forests
USH00317615,"50413",Southeastern mixed forests
USH00318292,"50413",Southeastern mixed forests
USH00380074,"50413",Southeastern mixed forests
USH00380165,"50413",Southeastern mixed forests
USH00381277,"50413",Southeastern mixed forests
USH00381770,"50413",Southeastern mixed forests
USH00383747,"50413",Southeastern mixed forests
USH00383754,"50413",Southeastern mixed forests
USH00384690,"50413",Southeastern mixed forests
USH00385017,"50413",Southeastern mixed forests
USH00385200,"50413",Southeastern mixed forests
USH00386209,"50413",Southeastern mixed forests
USH00387631,"50413",Southeastern mixed forests
USH00387722,"50413",Southeastern mixed forests
USH00388887,"50413",Southeastern mixed forests
USH00389327,"50413",Southeastern mixed forests
USH00389350,"50413",Southeastern mixed forests
USH00440993,"50413",Southeastern mixed forests
USH00441593,"50413",Southeastern mixed forests
USH00442245,"50413",Southeastern mixed forests
USH00442941,"50413",Southeastern mixed forests
USH00443192,"50413",Southeastern mixed forests
USH00444101,"50413",Southeastern mixed forests
USH00444909,"50413",Southeastern mixed forests
USH00446712,"50413",Southeastern mixed forests
USH00447338,"50413",Southeastern mixed forests
USH00449151,"50413",Southeastern mixed forests
USH00141867,"50807",Flint Hills tall grasslands
USH00142401,"50807",Flint Hills tall grasslands
USH00144972,"50807",Flint Hills tall grasslands
USH00147305,"50807",Flint Hills tall grasslands
USH00072730,"50517",Middle Atlantic coastal forests
USH00073595,"50517",Middle Atlantic coastal forests
USH00075915,"50517",Middle Atlantic coastal forests
USH00181385,"50517",Middle Atlantic coastal forests
USH00181750,"50517",Middle Atlantic coastal forests
USH00182523,"50517",Middle Atlantic coastal forests
USH00185985,"50517",Middle Atlantic coastal forests
USH00187330,"50517",Middle Atlantic coastal forests
USH00188000,"50517",Middle Atlantic coastal forests
USH00280325,"50411",Northeastern coastal forests
USH00024645,"51308",Mojave desert
USH00042319,"51308",Mojave desert
USH00042941,"51308",Mojave desert
USH00046118,"51308",Mojave desert
USH00261071,"51308",Mojave desert
USH00267369,"51308",Mojave desert
USH00030936,"50409",Mississippi lowland forests
USH00031632,"50409",Mississippi lowland forests
USH00035186,"50409",Mississippi lowland forests
USH00035754,"50409",Mississippi lowland forests
USH00035820,"50409",Mississippi lowland forests
USH00036253,"50409",Mississippi lowland forests
USH00160549,"50409",Mississippi lowland forests
USH00161287,"50409",Mississippi lowland forests
USH00162151,"50409",Mississippi lowland forests
USH00162534,"50409",Mississippi lowland forests
USH00164407,"50409",Mississippi lowland forests
USH00165026,"50409",Mississippi lowland forests
USH00166664,"50409",Mississippi lowland forests
USH00168163,"50409",Mississippi lowland forests
USH00169013,"50409",Mississippi lowland forests
USH00169806,"50409",Mississippi lowland forests
USH00221707,"50409",Mississippi lowland forests
USH00223605,"50409",Mississippi lowland forests
USH00226009,"50409",Mississippi lowland forests
USH00231364,"50409",Mississippi lowland forests
USH00097847,"50517",Middle Atlantic coastal forests
USH00312635,"50517",Middle Atlantic coastal forests
USH00312719,"50517",Middle Atlantic coastal forests
USH00313017,"50517",Middle Atlantic coastal forests
USH00313510,"50517",Middle Atlantic coastal forests
USH00314684,"50517",Middle Atlantic coastal forests
USH00315177,"50517",Middle Atlantic coastal forests
USH00315830,"50517",Middle Atlantic coastal forests
USH00317994,"50517",Middle Atlantic coastal forests
USH00318113,"50517",Middle Atlantic coastal forests
USH00318500,"50517",Middle Atlantic coastal forests
USH00319476,"50517",Middle Atlantic coastal forests
USH00380559,"50517",Middle Atlantic coastal forests
USH00380764,"50517",Middle Atlantic coastal forests
USH00381310,"50517",Middle Atlantic coastal forests
USH00381549,"50517",Middle Atlantic coastal forests
USH00381588,"50517",Middle Atlantic coastal forests
USH00381944,"50517",Middle Atlantic coastal forests
USH00381997,"50517",Middle Atlantic coastal forests
USH00382260,"50517",Middle Atlantic coastal forests
USH00383468,"50517",Middle Atlantic coastal forests
USH00384753,"50517",Middle Atlantic coastal forests
USH00386527,"50517",Middle Atlantic coastal forests
USH00388426,"50517",Middle Atlantic coastal forests
USH00388440,"50517",Middle Atlantic coastal forests
USH00389469,"50517",Middle Atlantic coastal forests
USH00446139,"50517",Middle Atlantic coastal forests
USH00031596,"50412",Ozark Mountain forests
USH00034756,"50412",Ozark Mountain forests
USH00035512,"50412",Ozark Mountain forests
USH00036928,"50412",Ozark Mountain forests
USH00347254,"50412",Ozark Mountain forests
USH00348677,"50412",Ozark Mountain forests
USH00021614,"50503",Arizona Mountains forests
USH00023160,"50503",Arizona Mountains forests
USH00025512,"50503",Arizona Mountains forests
USH00026796,"50503",Arizona Mountains forests
USH00027281,"50503",Arizona Mountains forests
USH00029271,"50503",Arizona Mountains forests
USH00029359,"50503",Arizona Mountains forests
USH00295273,"50503",Arizona Mountains forests
USH00046399,"51203",California montane chaparral and woodlands
USH00047902,"51203",California montane chaparral and woodlands
USH00311458,"50517",Middle Atlantic coastal forests
USH00295965,"50503",Arizona Mountains forests
USH00020080,"51310",Sonoran desert
USH00021026,"51310",Sonoran desert
USH00021514,"51310",Sonoran desert
USH00026250,"51310",Sonoran desert
USH00027370,"51310",Sonoran desert
USH00028815,"51310",Sonoran desert
USH00029287,"51310",Sonoran desert
USH00029652,"51310",Sonoran desert
USH00040924,"51310",Sonoran desert
USH00041048,"51310",Sonoran desert
USH00044259,"51310",Sonoran desert
USH00035908,"50523",Piney Woods forests
USH00160098,"50523",Piney Woods forests
USH00160537,"50523",Piney Woods forests
USH00161411,"50523",Piney Woods forests
USH00167344,"50523",Piney Woods forests
USH00415618,"50523",Piney Woods forests
USH00041758,"51201",California coastal sage and chaparral
USH00042239,"51201",California coastal sage and chaparral
USH00046719,"51201",California coastal sage and chaparral
USH00047306,"51201",California coastal sage and chaparral
USH00049087,"51201",California coastal sage and chaparral
USH00026353,"51303",Chihuahuan desert
USH00027390,"51303",Chihuahuan desert
USH00028619,"51303",Chihuahuan desert
USH00291469,"51303",Chihuahuan desert
USH00292848,"51303",Chihuahuan desert
USH00293265,"51303",Chihuahuan desert
USH00293368,"51303",Chihuahuan desert
USH00294426,"51303",Chihuahuan desert
USH00296435,"51303",Chihuahuan desert
USH00297610,"51303",Chihuahuan desert
USH00298387,"51303",Chihuahuan desert
USH00298535,"51303",Chihuahuan desert
USH00299165,"51303",Chihuahuan desert
USH00410174,"51303",Chihuahuan desert
USH00410498,"51303",Chihuahuan desert
USH00412797,"51303",Chihuahuan desert
USH00413280,"51303",Chihuahuan desert
USH00415707,"51303",Chihuahuan desert
USH00416892,"51303",Chihuahuan desert
USH00295960,"50503",Arizona Mountains forests
USH00412019,"50814",Texas blackland prairies
USH00413734,"50814",Texas blackland prairies
USH00415869,"50814",Texas blackland prairies
USH00416276,"50814",Texas blackland prairies
USH00416794,"50814",Texas blackland prairies
USH00417945,"50814",Texas blackland prairies
USH00418910,"50814",Texas blackland prairies
USH00410639,"50405",East Central Texas forests
USH00413873,"50405",East Central Texas forests
USH00415429,"50405",East Central Texas forests
USH00011084,"50529",Southeastern conifer forests
USH00012813,"50529",Southeastern conifer forests
USH00080211,"50529",Southeastern conifer forests
USH00080228,"50529",Southeastern conifer forests
USH00080478,"50529",Southeastern conifer forests
USH00082220,"50529",Southeastern conifer forests
USH00082915,"50529",Southeastern conifer forests
USH00083186,"50529",Southeastern conifer forests
USH00083207,"50529",Southeastern conifer forests
USH00084289,"50529",Southeastern conifer forests
USH00084731,"50529",Southeastern conifer forests
USH00085275,"50529",Southeastern conifer forests
USH00086414,"50529",Southeastern conifer forests
USH00086997,"50529",Southeastern conifer forests
USH00087851,"50529",Southeastern conifer forests
USH00088758,"50529",Southeastern conifer forests
USH00088824,"50529",Southeastern conifer forests
USH00090140,"50529",Southeastern conifer forests
USH00090586,"50529",Southeastern conifer forests
USH00091500,"50529",Southeastern conifer forests
USH00092966,"50529",Southeastern conifer forests
USH00093754,"50529",Southeastern conifer forests
USH00095882,"50529",Southeastern conifer forests
USH00097276,"50529",Southeastern conifer forests
USH00098703,"50529",Southeastern conifer forests
USH00099186,"50529",Southeastern conifer forests
USH00160205,"50529",Southeastern conifer forests
USH00221865,"50529",Southeastern conifer forests
USH00223887,"50529",Southeastern conifer forests
USH00224939,"50529",Southeastern conifer forests
USH00226718,"50529",Southeastern conifer forests
USH00227128,"50529",Southeastern conifer forests
USH00229426,"50529",Southeastern conifer forests
USH00229439,"50529",Southeastern conifer forests
USH00410832,"50806",Edwards Plateau savanna
USH00410902,"50806",Edwards Plateau savanna
USH00415018,"50806",Edwards Plateau savanna
USH00415272,"50806",Edwards Plateau savanna
USH00091340,"50517",Middle Atlantic coastal forests
USH00163313,"50701",Western Gulf coastal grasslands
USH00163800,"50701",Western Gulf coastal grasslands
USH00164700,"50701",Western Gulf coastal grasslands
USH00410144,"50701",Western Gulf coastal grasslands
USH00412015,"50701",Western Gulf coastal grasslands
USH00412266,"50701",Western Gulf coastal grasslands
USH00413063,"50701",Western Gulf coastal grasslands
USH00415196,"50701",Western Gulf coastal grasslands
USH00082944,"50529",Southeastern conifer forests
USH00411048,"50814",Texas blackland prairies
USH00413183,"50814",Texas blackland prairies
USH00411528,"51312",Tamaulipan mezquital
USH00412679,"51312",Tamaulipan mezquital
USH00412906,"51312",Tamaulipan mezquital
USH00417622,"51312",Tamaulipan mezquital
USH00088942,"50513",Florida sand pine scrub
USH00080611,"60904",Everglades
USH00083163,"60904",Everglades
USH00087020,"60164",South Florida rocklands
USH00046175,,
USH00082850,,
USH00084570,,
USH00185718,,
USH00187806,,
USH00450008,,
USH00456096,,
USH00456678,,
